Word,Frequency,Part-of-speech,Percentage So Far
 قَاض,1,Noun,98.32573325
 قَاضِيَة,1,Noun,98.32708238
 قَاطِعَة,1,Noun,98.3284315
 قَاع,1,Noun,98.32978063
 قَالِين,1,Noun,98.33112976
 قَٰنِتَٰت,1,Adjective,98.33247889
 قَٰنِطِين,1,Noun,98.33382801
 قَانِع,1,Noun,98.33517714
 قَبَآئِل,1,Noun,98.33652627
 قَبْض,1,Noun,98.33787539
 قَبُول,1,Noun,98.33922452
 قَتَر,1,Noun,98.34057365
 قَتَرَة,1,Noun,98.34192278
 قَتْلَى,1,Noun,98.3432719
 قَتُور,1,Adjective,98.34462103
 قِثَّآئ,1,Noun,98.34597016
 قَدْح,1,Noun,98.34731928
 قِدَد,1,Adjective,98.34866841
 قُدُور,1,Noun,98.35001754
 قَدِير,1,Adjective,98.35136667
 قُرُبَٰت,1,Noun,98.35271579
 قُرْبَة,1,Noun,98.35406492
 قُرُوٓء,1,Noun,98.35541405
 قُرَيْش,1,Proper noun,98.35676317
 قَسْوَرَة,1,Noun,98.3581123
 قَسْوَة,1,Noun,98.35946143
 قِسِّيسِين,1,Noun,98.36081056
 قَصْد,1,Noun,98.36215968
 قُصْوَىٰ,1,Adjective,98.36350881
 قَصِيّ,1,Adjective,98.36485794
 قَضْب,1,Noun,98.36620706
 قِطّ,1,Noun,98.36755619
 قَطِرَان,1,Noun,98.36890532
 قِطْمِير,1,Noun,98.37025445
 قَعِيد,1,Noun,98.37160357
 قَلِيلَة,1,Adjective,98.3729527
 قَمْطَرِير,1,Adjective,98.37430183
 قُمَّل,1,Noun,98.37565095
 قِنْوَان,1,Noun,98.37700008
 قَنُوط,1,Noun,98.37834921
 قَوَام,1,Noun,98.37969834
 قَوْسَيْن,1,Noun,98.38104746
 قِيعَة,1,Noun,98.38239659
 قِيَم,1,Adjective,98.38374572
 قَيِّمَة,1,Adjective,98.38509484
 قَيِّمَة,1,Noun,98.38644397
 كَاتِب,1,Adjective,98.3877931
 كَادِح,1,Noun,98.38914222
 كَٰذِب,1,Adjective,98.39049135
 كَٰشِفَٰت,1,Noun,98.39184048
 كَاشِفَة,1,Noun,98.39318961
 كَاف,1,Noun,98.39453873
 كَافِرَة,1,Adjective,98.39588786
 كَافُور,1,Noun,98.39723699
 كَٰلِحُون,1,Noun,98.39858611
 كَامِلَيْن,1,Adjective,98.39993524
 كَامِلَة,1,Adjective,98.40128437
 كَامِلَة,1,Noun,98.4026335
 كُبَّار,1,Adjective,98.40398262
 كَبَد,1,Noun,98.40533175
 كُبَرَآء,1,Noun,98.40668088
 كُبْرَىٰ,1,Noun,98.40803
 كِتَٰبِى,1,Noun,98.40937913
 كَثِيب,1,Noun,98.41072826
 كَدْح,1,Noun,98.41207739
 كَسَاد,1,Noun,98.41342651
 كِسْف,1,Noun,98.41477564
 كَشْف,1,Noun,98.41612477
 كَعْبَيْن,1,Noun,98.41747389
 كِفَات,1,Noun,98.41882302
 كَفَّار,1,Noun,98.42017215
 كُفْرَان,1,Noun,98.42152128
 كُفُو,1,Noun,98.4228704
 كَفِيل,1,Noun,98.42421953
 كُلّ,1,Time adverb,98.42556866
 كَلّ,1,Noun,98.42691778
 كِلَا,1,Noun,98.42826691
 كِلْتَا,1,Noun,98.42961604
 كَم,1,Noun,98.43096517
 كُنَّس,1,Adjective,98.43231429
 كَنُود,1,Noun,98.43366342
 كَوَاعِب,1,Noun,98.43501255
 كَوَافِر,1,Noun,98.43636167
 كَوْثَر,1,Noun,98.4377108
 لَآئِم,1,Noun,98.43905993
 لَّٰبِثِين,1,Noun,98.44040906
 لَّازِب,1,Noun,98.44175818
 لَّٰعِنُون,1,Noun,98.44310731
 لَٰغِيَة,1,Noun,98.44445644
 لَٰقِي,1,Noun,98.44580556
 لَاهِيَة,1,Noun,98.44715469
 لُّبَد,1,Adjective,98.44850382
 لِبَد,1,Noun,98.44985295
 لَبْس,1,Noun,98.45120207
 لَبُوس,1,Noun,98.4525512
 لُّجِّىّ,1,Adjective,98.45390033
 لُجَّة,1,Noun,98.45524945
 لَحْن,1,Noun,98.45659858
 لِحْيَت,1,Noun,98.45794771
 لُّدّ,1,Adjective,98.45929683
 لَّدُن,1,Time adverb,98.46064596
 لَظَىٰ,1,Proper noun,98.46199509
 لَعْن,1,Noun,98.46334422
 لَفِيف,1,Noun,98.46469334
 لَّمّ,1,Adjective,98.46604247
 لَّمَّا,1,Negative particle,98.4673916
 لُّمَزَة,1,Noun,98.46874072
 لَّمَم,1,Noun,98.47008985
 لَوَّاحَة,1,Noun,98.47143898
 لِوَاذ,1,Noun,98.47278811
 لَوَٰقِح,1,Noun,98.47413723
 لَّوَّامَة,1,Adjective,98.47548636
 لَوْمَة,1,Noun,98.47683549
 لَيّ,1,Noun,98.47818461
 لَيْلَة,1,Time adverb,98.47953374
 لَّيِّن,1,Adjective,98.48088287
 لِّينَة,1,Noun,98.482232
 مَأْتِيٌّ,1,Noun,98.48358112
 مَّارِج,1,Noun,98.48493025
 مَّارِد,1,Noun,98.48627938
 مَٰرُوت,1,Proper noun,98.4876285
 مَاعُون,1,Noun,98.48897763
 مَّأْكُول,1,Adjective,98.49032676
 مَٰلِك,1,Proper noun,98.49167589
 مَأْمَن,1,Noun,98.49302501
 مَأْمُون,1,Noun,98.49437414
 مَّانِعَت,1,Noun,98.49572327
 مَٰهِدُون,1,Noun,98.49707239
 مُّبَٰرَكَة,1,Adjective,98.49842152
 مَبْثُوث,1,Adjective,98.49977065
 مَبْثُوثَة,1,Adjective,98.50111978
 مُبْدِي,1,Noun,98.5024689
 مُبَذِّرِين,1,Noun,98.50381803
 مُبْرِمُون,1,Noun,98.50516716
 مُبَرَّءُون,1,Noun,98.50651628
 مَبْسُوطَتَان,1,Noun,98.50786541
 مُبَشِّرَٰت,1,Noun,98.50921454
 مُبْعَدُون,1,Noun,98.51056367
 مَبْلَغ,1,Noun,98.51191279
 مَّبْنِيَّة,1,Noun,98.51326192
 مُبَوَّأ,1,Noun,98.51461105
 مُّبَيِّنَٰت,1,Noun,98.51596017
 مُّبَيِّنَة,1,Noun,98.5173093
 مُتَبَّر,1,Noun,98.51865843
 مُتَبَرِّجَٰت,1,Noun,98.52000756
 مُتَجَانِف,1,Noun,98.52135668
 مُّتَجَٰوِرَٰت,1,Noun,98.52270581
 مُتَحَرِّف,1,Noun,98.52405494
 مُتَحَيِّز,1,Noun,98.52540406
 مُّتَرَاكِب,1,Adjective,98.52675319
 مَتْرَبَة,1,Noun,98.52810232
 مُتَرَدِّيَة,1,Noun,98.52945144
 مُتَشَٰبِه,1,Adjective,98.53080057
 مُتَشَٰكِسُون,1,Noun,98.5321497
 مُّتَصَدِّع,1,Noun,98.53349883
 مُتَصَدِّقَٰت,1,Noun,98.53484795
 مُتَطَهِّرِين,1,Noun,98.53619708
 مُتَعَال,1,Noun,98.53754621
 مُّتَفَرِّقُون,1,Noun,98.53889533
 مُّتَفَرِّقَة,1,Noun,98.54024446
 مُتَقَلَّب,1,Noun,98.54159359
 مُتَكَبِّر,1,Adjective,98.54294272
 مُتَكَلِّفِين,1,Noun,98.54429184
 مُتَّكَـٔ,1,Noun,98.54564097
 مُتَلَقِّيَان,1,Noun,98.5469901
 مُتِمّ,1,Noun,98.54833922
 مُتَنَٰفِسُون,1,Noun,98.54968835
 مُتَوَسِّمِين,1,Noun,98.55103748
 مُتَوَفِّي,1,Noun,98.55238661
 مَتِين,1,Adjective,98.55373573
 مَثَابَة,1,Noun,98.55508486
 مَثْبُور,1,Noun,98.55643399
 مُثْقَلَة,1,Noun,98.55778311
 مَثَل,1,Adjective,98.55913224
 مَثُلَٰت,1,Noun,98.56048137
 مُثْلَىٰ,1,Adjective,98.5618305
 مَجَٰلِس,1,Noun,98.56317962
 مُّجْتَمِعُون,1,Noun,98.56452875
 مَجْذُوذ,1,Noun,98.56587788
 مَجْرىٰ,1,Noun,98.567227
 مَجُوس,1,Proper noun,98.56857613
 مَّحَٰرِيب,1,Noun,98.56992526
 مِحَال,1,Noun,98.57127439
 مَحَبَّة,1,Noun,98.57262351
 مُّحْتَضَر,1,Noun,98.57397264
 مُحْتَظِر,1,Noun,98.57532177
 مَحْجُوبُون,1,Noun,98.57667089
 مَحْذُور,1,Noun,98.57802002
 مُحَرَّر,1,Noun,98.57936915
 مُحَرَّمَة,1,Noun,98.58071828
 مُحْسِنَٰت,1,Noun,98.5820674
 مَّحْسُور,1,Noun,98.58341653
 مَحْشُورَة,1,Noun,98.58476566
 مُّحَصَّنَة,1,Adjective,98.58611478
 مَحْظُور,1,Noun,98.58746391
 مَّحْفُوظ,1,Noun,98.58881304
 مَّحْفُوظ,1,Adjective,98.59016217
 مُّحْكَمَٰت,1,Adjective,98.59151129
 مُّحْكَمَة,1,Noun,98.59286042
 مُحَلِّقِين,1,Noun,98.59420955
 مُحِلِّى,1,Noun,98.59555867
 مَّحْمُود,1,Noun,98.5969078
 مَخَاض,1,Noun,98.59825693
 مُخْبِتِين,1,Noun,98.59960605
 مُخْتَال,1,Noun,98.60095518
 مَّخْتُوم,1,Adjective,98.60230431
 مَّخْذُول,1,Noun,98.60365344
 مَخْرَج,1,Noun,98.60500256
 مُخْزِى,1,Noun,98.60635169
 مُخْسِرِين,1,Noun,98.60770082
 مُخْضَرَّة,1,Noun,98.60904994
 مَّخْضُود,1,Adjective,98.61039907
 مُّخَلَّدُون,1,Noun,98.6117482
 مُّخَلَّدُون,1,Adjective,98.61309733
 مُخْلَص,1,Noun,98.61444645
 مُخْلِف,1,Noun,98.61579558
 مِدَاد,1,Noun,98.61714471
 مُدَبِّرَٰت,1,Noun,98.61849383
 مُدَّت,1,Noun,98.61984296
 مُدَّثِّر,1,Noun,98.62119209
 مُدْحَضِين,1,Noun,98.62254122
 مُدَّخَل,1,Noun,98.62389034
 مَدَد,1,Noun,98.62523947
 مُدْرَكُون,1,Noun,98.6265886
 مُدْهَآمَّتَان,1,Noun,98.62793772
 مُّدْهِنُون,1,Noun,98.62928685
 مُّذَبْذَبِين,1,Noun,98.63063598
 مُذْعِنِين,1,Noun,98.63198511
 مُذَكِّر,1,Noun,98.63333423
 مَّذْكُور,1,Adjective,98.63468336
 مَذْءُوم,1,Noun,98.63603249
 مَرّ,1,Noun,98.63738161
 مِرَآء,1,Noun,98.63873074
 مَرَّٰت,1,Noun,98.64007987
 مَرَاضِع,1,Noun,98.641429
 مُرَٰغَم,1,Noun,98.64277812
 مَرَافِق,1,Noun,98.64412725
 مُّرْتَاب,1,Adjective,98.64547638
 مُّرْتَقِبُون,1,Noun,98.6468255
 مُرْجِفُون,1,Noun,98.64817463
 مَرْجُوّ,1,Noun,98.64952376
 مَرْجُومِين,1,Noun,98.65087289
 مُرْجَوْن,1,Noun,98.65222201
 مَرْحَمَة,1,Noun,98.65357114
 مُرْدِفِين,1,Noun,98.65492027
 مُّرْسَل,1,Adjective,98.65626939
 مُرْسَلَٰت,1,Noun,98.65761852
 مُرْسِلَة,1,Noun,98.65896765
 مُّرْشِد,1,Adjective,98.66031678
 مَرْصَد,1,Noun,98.6616659
 مَّرْصُوص,1,Adjective,98.66301503
 مُرْضِعَة,1,Noun,98.66436416
 مَرْضِيّ,1,Noun,98.66571328
 مَّرْضِيَّة,1,Noun,98.66706241
 مِّرْفَق,1,Noun,98.66841154
 مَرْفُود,1,Noun,98.66976066
 مَرْفُوع,1,Noun,98.67110979
 مَّرْفُوعَة,1,Noun,98.67245892
 مَّرْقَد,1,Noun,98.67380805
 مَّرْكُوم,1,Noun,98.67515717
 مَرْوَة,1,Proper noun,98.6765063
 مَّرِيج,1,Adjective,98.67785543
 مَّرِيٓـٔ,1,Adjective,98.67920455
 مِرَّة,1,Noun,98.68055368
 مُّزْجَىٰة,1,Noun,98.68190281
 مُزَحْزِح,1,Noun,98.68325194
 مُزْدَجَر,1,Noun,98.68460106
 مُزَّمِّل,1,Noun,98.68595019
 مُزْن,1,Noun,98.68729932
 مِسَاس,1,Imperative verbal noun,98.68864844
 مُسَٰفِحَٰت,1,Noun,98.68999757
 مَسَاق,1,Noun,98.6913467
 مُّسْتَبْشِرَة,1,Noun,98.69269583
 مُسْتَبْصِرِين,1,Noun,98.69404495
 مُسْتَبِين,1,Adjective,98.69539408
 مُسْتَخْف,1,Noun,98.69674321
 مُّسْتَخْلَفِين,1,Noun,98.69809233
 مُسْتَسْلِمُون,1,Noun,98.69944146
 مُّسْتَضْعَفُون,1,Adjective,98.70079059
 مُّسْتَطَر,1,Noun,98.70213972
 مُسْتَطِير,1,Noun,98.70348884
 مُسْتَغْفِرِين,1,Noun,98.70483797
 مُّسْتَقْبِل,1,Noun,98.7061871
 مُسْتَقْدِمِين,1,Noun,98.70753622
 مُسْتَمْسِكُون,1,Noun,98.70888535
 مُّسْتَنفِرَة,1,Adjective,98.71023448
 مَّسْتُور,1,Noun,98.71158361
 مُسْتَيْقِنِين,1,Noun,98.71293273
 مُسْتَـْٔخِرِين,1,Noun,98.71428186
 مُسْتَـْٔنِسِين,1,Noun,98.71563099
 مَسْجُور,1,Noun,98.71698011
 مَسْجُونِين,1,Noun,98.71832924
 مَسْح,1,Noun,98.71967837
 مُسَخَّر,1,Adjective,98.7210275
 مَّسَد,1,Noun,98.72237662
 مَسْغَبَة,1,Noun,98.72372575
 مُّسْفِرَة,1,Noun,98.72507488
 مَّسْفُوح,1,Adjective,98.726424
 مِسْك,1,Noun,98.72777313
 مَّسْكُوب,1,Noun,98.72912226
 مَسْكُونَة,1,Noun,98.73047139
 مِسْكِين,1,Adjective,98.73182051
 مُسْلِم,1,Adjective,98.73316964
 مُسْلِمَٰت,1,Noun,98.73451877
 مُسْلِمَٰت,1,Adjective,98.73586789
 مُّسْلِمَة,1,Adjective,98.73721702
 مُسْمِع,1,Noun,98.73856615
 مُسْمَع,1,Noun,98.73991527
 مُّسَنَّدَة,1,Adjective,98.7412644
 مُّسْوَدَّة,1,Adjective,98.74261353
 مُسَوِّمِين,1,Noun,98.74396266
 مُّسَوَّمَة,1,Adjective,98.74531178
 مُسِىٓء,1,Noun,98.74666091
 مَّشَّآء,1,Adjective,98.74801004
 مُشْتَبِه,1,Noun,98.74935916
 مَشْعَر,1,Noun,98.75070829
 مِشْكَوٰة,1,Noun,98.75205742
 مَّشْهَد,1,Noun,98.75340655
 مَشْي,1,Noun,98.75475567
 مَّشِيد,1,Noun,98.7561048
 مُّشَيَّدَة,1,Noun,98.75745393
 مَصَانِع,1,Noun,98.75880305
 مُصَّدِّقَٰت,1,Noun,98.76015218
 مُصَّدِّقِين,1,Noun,98.76150131
 مِصْر,1,Noun,98.76285044
 مَصْرِف,1,Noun,98.76419956
 مَصْرُوف,1,Noun,98.76554869
 مُصْطَفَيْن,1,Noun,98.76689782
 مَصْفُوفَة,1,Noun,98.76824694
 مَصْفُوفَة,1,Adjective,98.76959607
 مُّصَفًّى,1,Noun,98.7709452
 مُصَلًّى,1,Noun,98.77229433
 مُصَوِّر,1,Adjective,98.77364345
 مُصِيب,1,Noun,98.77499258
 مُضَآرّ,1,Noun,98.77634171
 مُّضَٰعَفَة,1,Adjective,98.77769083
 مُضْطَرّ,1,Noun,98.77903996
 مُضْعِفُون,1,Noun,98.78038909
 مُضِيّ,1,Noun,98.78173822
 مُّطَاع,1,Adjective,98.78308734
 مُطَفِّفِين,1,Noun,98.78443647
 مَطْلَع,1,Noun,98.7857856
 مَطْلِع,1,Noun,98.78713472
 مُّطَّلِعُون,1,Noun,98.78848385
 مَطْلُوب,1,Noun,98.78983298
 مُّطْمَئِنَّة,1,Noun,98.79118211
 مُّطْمَئِنَّة,1,Adjective,98.79253123
 مُطَهِّر,1,Noun,98.79388036
 مُطَهَّرُون,1,Noun,98.79522949
 مُطَّهِّرِين,1,Noun,98.79657861
 مُطَّوِّعِين,1,Noun,98.79792774
 مَطْوِيَّٰت,1,Noun,98.79927687
 مَظْلُوم,1,Noun,98.80062599
 مَعَاد,1,Noun,98.80197512
 مَعَاذِير,1,Noun,98.80332425
 مَعَاش,1,Noun,98.80467338
 مُعْتَبِين,1,Noun,98.8060225
 مُعْتَد,1,Adjective,98.80737163
 مُعْتَرّ,1,Noun,98.80872076
 مَّعْدُود,1,Noun,98.81006988
 مَّعْدُودَة,1,Noun,98.81141901
 مُعَذِّرُون,1,Noun,98.81276814
 مَّعْرُوشَٰت,1,Adjective,98.81411727
 مَّعْرُوشَٰت,1,Noun,98.81546639
 مَّعْرُوفَة,1,Noun,98.81681552
 مَّعَرَّة,1,Noun,98.81816465
 مَعْز,1,Noun,98.81951377
 مَعْزِل,1,Noun,98.8208629
 مَعْزُولُون,1,Noun,98.82221203
 مِعْشَار,1,Noun,98.82356116
 مُعْصِرَٰت,1,Noun,98.82491028
 مُّعَطَّلَة,1,Noun,98.82625941
 مُعَقِّب,1,Noun,98.82760854
 مُعَقِّبَٰت,1,Noun,98.82895766
 مَعْكُوف,1,Noun,98.83030679
 مُعَلَّقَة,1,Noun,98.83165592
 مُعَلَّم,1,Noun,98.83300505
 مُّعَمَّر,1,Noun,98.83435417
 مَعْمُور,1,Noun,98.8357033
 مُعَوِّقِين,1,Noun,98.83705243
 مَّعِين,1,Adjective,98.83840155
 مَغَٰرَٰت,1,Noun,98.83975068
 مُغَٰضِب,1,Noun,98.84109981
 مُغْتَسَل,1,Noun,98.84244894
 مُغْرَمُون,1,Noun,98.84379806
 مَغْشِىّ,1,Noun,98.84514719
 مَغْضُوب,1,Noun,98.84649632
 مَغْلُوب,1,Noun,98.84784544
 مُغَيِّر,1,Noun,98.84919457
 مُغِيرَٰت,1,Noun,98.8505437
 مَفَاز,1,Noun,98.85189283
 مُّفَتَّحَة,1,Noun,98.85324195
 مُفْتَر,1,Noun,98.85459108
 مُفْتَرَيَٰت,1,Noun,98.85594021
 مَفْتُون,1,Noun,98.85728933
 مَفَرّ,1,Noun,98.85863846
 مُّفْرَطُون,1,Noun,98.85998759
 مُفَصَّل,1,Noun,98.86133672
 مُّفَصَّلَٰت,1,Adjective,98.86268584
 مَقَابِر,1,Noun,98.86403497
 مَّقَٰمِع,1,Noun,98.8653841
 مُقَامَة,1,Noun,98.86673322
 مَقْبُوحِين,1,Noun,98.86808235
 مَّقْبُوضَة,1,Adjective,98.86943148
 مُّقْتَحِم,1,Noun,98.8707806
 مُّقْتَدُون,1,Noun,98.87212973
 مُقْتِر,1,Noun,98.87347886
 مُّقْتَرِفُون,1,Noun,98.87482799
 مُقْتَرِنِين,1,Noun,98.87617711
 مُقْتَسِمِين,1,Noun,98.87752624
 مُّقْتَصِدَة,1,Adjective,98.87887537
 مُقَدَّسَة,1,Adjective,98.88022449
 مَّقْدُور,1,Noun,98.88157362
 مُقَرَّبُون,1,Adjective,98.88292275
 مَقْرَبَة,1,Noun,98.88427188
 مُقْرِنِين,1,Noun,98.885621
 مُّقَرَّنِين,1,Adjective,98.88697013
 مُقَسِّمَٰت,1,Noun,98.88831926
 مَّقْسُوم,1,Noun,98.88966838
 مُقَصِّرِين,1,Noun,98.89101751
 مَّقْصُورَٰت,1,Noun,98.89236664
 مَقْطُوع,1,Noun,98.89371577
 مَقْطُوعَة,1,Noun,98.89506489
 مُّقْمَحُون,1,Noun,98.89641402
 مُقَنطَرَة,1,Adjective,98.89776315
 مُقْنِعِى,1,Noun,98.89911227
 مُقْوِين,1,Noun,98.9004614
 مُّقِيت,1,Noun,98.90181053
 مَقِيل,1,Noun,98.90315966
 مُكَآء,1,Noun,98.90450878
 مُكِبّ,1,Noun,98.90585791
 مَكْتُوب,1,Noun,98.90720704
 مُكْث,1,Noun,98.90855616
 مَكْذُوب,1,Noun,98.90990529
 مُّكْرِم,1,Noun,98.91125442
 مُّكْرَمُون,1,Adjective,98.91260355
 مُّكَرَّمَة,1,Adjective,98.91395267
 مَكْرُوه,1,Noun,98.9153018
 مَكْظُوم,1,Noun,98.91665093
 مُكَلِّبِين,1,Noun,98.91800005
 مَّكْنُون,1,Adjective,98.91934918
 مَكِيدُون,1,Noun,98.92069831
 مَّكِين,1,Noun,98.92204744
 مَكَّة,1,Proper noun,98.92339656
 مُلَٰق,1,Noun,98.92474569
 مَّلْعُونِين,1,Noun,98.92609482
 مَلْعُونَة,1,Noun,98.92744394
 مُلْقِيَٰت,1,Noun,98.92879307
 مَلْك,1,Noun,98.9301422
 مَلِيّ,1,Noun,98.93149133
 مَلِيك,1,Noun,98.93284045
 مِّلْء,1,Noun,98.93418958
 مُمِدّ,1,Noun,98.93553871
 مُّمَدَّدَة,1,Adjective,98.93688783
 مُّمَرَّد,1,Noun,98.93823696
 مُمْسِك,1,Noun,98.93958609
 مُمْسِكَٰت,1,Noun,98.94093521
 مُّمْطِر,1,Noun,98.94228434
 مَّمْلُوك,1,Noun,98.94363347
 مَمْنُوعَة,1,Noun,98.9449826
 مُنَاد,1,Noun,98.94633172
 مُنَادِي,1,Noun,98.94768085
 مَنَاص,1,Noun,98.94902998
 مَنَاكِب,1,Noun,98.9503791
 مُّنبَثّ,1,Adjective,98.95172823
 مُّنتَشِر,1,Adjective,98.95307736
 مُّنتَهُون,1,Noun,98.95442649
 مَّنثُور,1,Noun,98.95577561
 مَّنثُور,1,Adjective,98.95712474
 مُنْخَنِقَة,1,Noun,98.95847387
 مُنَزَّل,1,Noun,98.95982299
 مُنَزِّل,1,Noun,98.96117212
 مِنسَأَت,1,Noun,98.96252125
 مَّنسِيّ,1,Noun,98.96387038
 مُنشَرِين,1,Noun,98.9652195
 مُّنَشَّرَة,1,Adjective,98.96656863
 مُنشَـَٔات,1,Adjective,98.96791776
 مُنشِـُٔون,1,Noun,98.96926688
 مَّنضُود,1,Noun,98.97061601
 مَّنضُود,1,Adjective,98.97196514
 مَنطِق,1,Noun,98.97331427
 مُنفَطِر,1,Noun,98.97466339
 مُنفِقِين,1,Noun,98.97601252
 مُنفَكِّين,1,Noun,98.97736165
 مَنفُوش,1,Adjective,98.97871077
 مُّنقَعِر,1,Noun,98.9800599
 مَنقُوص,1,Noun,98.98140903
 مُّنكِرَة,1,Noun,98.98275816
 مِنْهَاج,1,Noun,98.98410728
 مُّنْهَمِر,1,Noun,98.98545641
 مَنَوٰة,1,Proper noun,98.98680554
 مَنُوع,1,Noun,98.98815466
 مَنُون,1,Noun,98.98950379
 مَّنِىّ,1,Noun,98.99085292
 مُّنِيب,1,Adjective,98.99220205
 مُّنِير,1,Adjective,98.99355117
 مُهَاجِر,1,Adjective,98.9949003
 مُهَٰجِرَٰت,1,Noun,98.99624943
 مُهَان,1,Noun,98.99759855
 مُهْتَدِى,1,Noun,98.99894768
 مَهْجُور,1,Noun,99.00029681
 مَهْزُوم,1,Noun,99.00164594
 مُهْلِكِى,1,Noun,99.00299506
 مُهْلَكِين,1,Noun,99.00434419
 مَهْمَا,1,Conditional particle,99.00569332
 مَّهِيل,1,Adjective,99.00704244
 مُهَيْمِن,1,Noun,99.00839157
 مُهَيْمِن,1,Adjective,99.0097407
 مَّهِين,1,Noun,99.01108982
 مَوَاطِن,1,Noun,99.01243895
 مَوَٰقِع,1,Noun,99.01378808
 مُّوَاقِعُو,1,Noun,99.01513721
 مَوَٰلِي,1,Noun,99.01648633
 مَّوْبِق,1,Noun,99.01783546
 مُؤْتُون,1,Noun,99.01918459
 مُّؤَجَّل,1,Adjective,99.02053371
 مَوْر,1,Noun,99.02188284
 مَوْرُود,1,Noun,99.02323197
 مُورِيَٰت,1,Noun,99.0245811
 مَّوْزُون,1,Noun,99.02593022
 مُّوص,1,Noun,99.02727935
 مُّؤْصَدَة,1,Adjective,99.02862848
 مُّؤْصَدَة,1,Noun,99.0299776
 مَّوْضُوعَة,1,Adjective,99.03132673
 مَّوْضُونَة,1,Adjective,99.03267586
 مَوْطِئ,1,Noun,99.03402499
 مَّوْعِدَة,1,Noun,99.03537411
 مَوْعُود,1,Adjective,99.03672324
 مُوَفُّو,1,Noun,99.03807237
 مَّوْفُور,1,Noun,99.03942149
 مُوفُون,1,Noun,99.04077062
 مُوقَدَة,1,Adjective,99.04211975
 مَّوْقُوت,1,Adjective,99.04346888
 مَوْقُوذَة,1,Noun,99.044818
 مَوْقُوفُون,1,Noun,99.04616713
 مُؤَلَّفَة,1,Noun,99.04751626
 مُوَلِّي,1,Noun,99.04886538
 مُوهِن,1,Noun,99.05021451
 مَوْئِل,1,Noun,99.05156364
 مَوْءُدَة,1,Noun,99.05291277
 مَّيْت,1,Noun,99.05426189
 مَيْتَة,1,Adjective,99.05561102
 مَيْسَرَة,1,Noun,99.05696015
 مَّيْسُور,1,Noun,99.05830927
 مِيكَىٰل,1,Proper noun,99.0596584
 مَّيْلَة,1,Noun,99.06100753
 مَـَٔارِب,1,Noun,99.06235666
 نَاج,1,Noun,99.06370578
 نَّٰزِعَٰت,1,Noun,99.06505491
 نَاسِكُو,1,Noun,99.06640404
 نَّٰشِرَٰت,1,Noun,99.06775316
 نَّٰشِطَٰت,1,Noun,99.06910229
 نَاشِئَة,1,Noun,99.07045142
 نَّاصِبَة,1,Adjective,99.07180055
 نَّاضِرَة,1,Noun,99.07314967
 نَّاعِمَة,1,Noun,99.0744988
 نَّاقُور,1,Noun,99.07584793
 نَٰكِبُون,1,Noun,99.07719705
 نَاكِسُوا,1,Noun,99.07854618
 نَّاهُون,1,Noun,99.07989531
 نَّجْدَيْن,1,Noun,99.08124443
 نَجَس,1,Noun,99.08259356
 نَّجَوٰة,1,Noun,99.08394269
 نُحَاس,1,Noun,99.08529182
 نَحْب,1,Noun,99.08664094
 نَحْس,1,Noun,99.08799007
 نَّحِسَات,1,Adjective,99.0893392
 نَّحْل,1,Noun,99.09068832
 نِحْلَة,1,Noun,99.09203745
 نَّخِرَة,1,Adjective,99.09338658
 نَدِيّ,1,Noun,99.09473571
 نُذْر,1,Noun,99.09608483
 نُذُور,1,Noun,99.09743396
 نَزَّاعَة,1,Noun,99.09878309
 نَزْلَة,1,Noun,99.10013221
 نُسْخَت,1,Noun,99.10148134
 نَسْر,1,Proper noun,99.10283047
 نَسْي,1,Noun,99.1041796
 نَسِيّ,1,Noun,99.10552872
 نَّسِىٓء,1,Noun,99.10687785
 نَشْر,1,Noun,99.10822698
 نَشْط,1,Noun,99.1095761
 نُصْب,1,Noun,99.11092523
 نُصْح,1,Noun,99.11227436
 نِصْف,1,Time adverb,99.11362349
 نَّصُوح,1,Adjective,99.11497261
 نَصِير,1,Adjective,99.11632174
 نَضَّاخَتَان,1,Adjective,99.11767087
 نَّضِيد,1,Adjective,99.11901999
 نَّطِيحَة,1,Noun,99.12036912
 نَظَر,1,Noun,99.12171825
 نَظْرَة,1,Noun,99.12306738
 نَظِرَة,1,Noun,99.1244165
 نَعْلَي,1,Noun,99.12576563
 نَعْمَآء,1,Noun,99.12711476
 نَّفَّٰثَٰت,1,Noun,99.12846388
 نَّفَاد,1,Noun,99.12981301
 نَفْحَة,1,Noun,99.13116214
 نَفْخَة,1,Noun,99.13251127
 نَفَق,1,Noun,99.13386039
 نَفَقَٰت,1,Noun,99.13520952
 نَفِير,1,Noun,99.13655865
 نَقْب,1,Noun,99.13790777
 نَقْع,1,Noun,99.1392569
 نَقِيب,1,Noun,99.14060603
 نَكِد,1,Noun,99.14195516
 نُّكُر,1,Adjective,99.14330428
 نَّكِير,1,Noun,99.14465341
 نَمَارِق,1,Noun,99.14600254
 نَمْلَة,1,Noun,99.14735166
 نَمِيم,1,Noun,99.14870079
 نَهَار,1,Time adverb,99.15004992
 نَّوَٰصِى,1,Noun,99.15139904
 نُّون,1,Noun,99.15274817
 نَّوَىٰ,1,Noun,99.1540973
 نَّيْل,1,Noun,99.15544643
 هَآؤُم,1,Imperative verbal noun,99.15679555
 هَٰتَيْن,1,Demonstrative pronoun,99.15814468
 هَٰدِى,1,Noun,99.15949381
